cutoffs,nll_mode,nll_mode_fixed,n,min_n,num_cutoffs,k_varying,k_fixed,aic_varying,aic_fixed,bic_varying,bic_fixed
"(7, 8, 15)",95715.14366064299,95992.60172570744,"[14997, 2022, 11665, 5425]",2022,3,12,8,95727.14366064299,96000.60172570744,95777.7675599914,96034.3509919397
"(7, 8, 16)",95710.85148307015,95991.33641413532,"[14997, 2022, 12914, 4176]",2022,3,12,8,95722.85148307015,95999.33641413532,95773.47538241855,96033.08568036759
"(7, 8, 17)",95715.0926389698,95993.56902930341,"[14997, 2022, 14068, 3022]",2022,3,12,8,95727.0926389698,96001.56902930341,95777.7165383182,96035.31829553568
"(7, 8, 18)",95720.39137759291,95996.89568951576,"[14997, 2022, 15144, 1946]",1946,3,12,8,95732.39137759291,96004.89568951576,95783.01527694131,96038.64495574802
"(7, 8, 19)",95719.10183240261,95996.97989986974,"[14997, 2022, 16150, 940]",940,3,12,8,95731.10183240261,96004.97989986974,95781.72573175101,96038.729166102
"(7, 9, 10)",95712.66966408337,95990.54402119436,"[14997, 3974, 1863, 13275]",1863,3,12,8,95724.66966408337,95998.54402119436,95775.29356343177,96032.29328742663
"(7, 9, 11)",95706.71449160921,95983.34029052823,"[14997, 3974, 3646, 11492]",3646,3,12,8,95718.71449160921,95991.34029052823,95769.33839095761,96025.08955676049
"(7, 9, 12)",95706.2829479248,95983.58607706215,"[14997, 3974, 5326, 9812]",3974,3,12,8,95718.2829479248,95991.58607706215,95768.9068472732,96025.33534329441
"(7, 9, 13)",95707.73406681043,95984.3016809207,"[14997, 3974, 6901, 8237]",3974,3,12,8,95719.73406681043,95992.3016809207,95770.35796615883,96026.05094715297
"(7, 9, 14)",95710.90484723404,95988.2043814919,"[14997, 3974, 8368, 6770]",3974,3,12,8,95722.90484723404,95996.2043814919,95773.52874658244,96029.95364772416
"(7, 9, 15)",95713.64228533441,95990.53399108924,"[14997, 3974, 9713, 5425]",3974,3,12,8,95725.64228533441,95998.53399108924,95776.26618468281,96032.2832573215
"(7, 9, 16)",95709.36646446506,95989.20101162739,"[14997, 3974, 10962, 4176]",3974,3,12,8,95721.36646446506,95997.20101162739,95771.99036381346,96030.95027785965
"(7, 9, 17)",95712.88960972143,95990.78988117725,"[14997, 3974, 12116, 3022]",3022,3,12,8,95724.88960972143,95998.78988117725,95775.51350906983,96032.53914740951
"(7, 9, 18)",95717.34538661162,95993.23881783639,"[14997, 3974, 13192, 1946]",1946,3,12,8,95729.34538661162,96001.23881783639,95779.96928596002,96034.98808406865
"(7, 9, 19)",95715.84355505343,95993.07436647615,"[14997, 3974, 14198, 940]",940,3,12,8,95727.84355505343,96001.07436647615,95778.46745440183,96034.82363270842
"(7, 10, 11)",95707.10051988678,95984.36555232588,"[14997, 5837, 1783, 11492]",1783,3,12,8,95719.10051988678,95992.36555232588,95769.72441923518,96026.11481855814
"(7, 10, 12)",95706.79995818922,95984.47006653159,"[14997, 5837, 3463, 9812]",3463,3,12,8,95718.79995818922,95992.47006653159,95769.42385753762,96026.21933276385
"(7, 10, 13)",95707.36574534688,95984.70075253648,"[14997, 5837, 5038, 8237]",5038,3,12,8,95719.36574534688,95992.70075253648,95769.98964469528,96026.45001876874
"(7, 10, 14)",95709.66286002214,95987.6073825366,"[14997, 5837, 6505, 6770]",5837,3,12,8,95721.66286002214,95995.6073825366,95772.28675937055,96029.35664876887
"(7, 10, 15)",95711.33424737422,95989.11693119621,"[14997, 5837, 7850, 5425]",5425,3,12,8,95723.33424737422,95997.11693119621,95773.95814672262,96030.86619742848
"(7, 10, 16)",95707.12969622883,95987.82792264622,"[14997, 5837, 9099, 4176]",4176,3,12,8,95719.12969622883,95995.82792264622,95769.75359557723,96029.57718887848
"(7, 10, 17)",95709.88320613853,95988.84650559427,"[14997, 5837, 10253, 3022]",3022,3,12,8,95721.88320613853,95996.84650559427,95772.50710548693,96030.59577182653
"(7, 10, 18)",95713.37289946571,95990.54517969966,"[14997, 5837, 11329, 1946]",1946,3,12,8,95725.37289946571,95998.54517969966,95775.99679881411,96032.29444593193
"(7, 10, 19)",95711.74781560624,95990.23297932101,"[14997, 5837, 12335, 940]",940,3,12,8,95723.74781560624,95998.23297932101,95774.37171495464,96031.98224555327
"(7, 11, 12)",95705.43341190877,95983.05053069376,"[14997, 7620, 1680, 9812]",1680,3,12,8,95717.43341190877,95991.05053069376,95768.05731125717,96024.79979692602
"(7, 11, 13)",95705.41636286926,95982.4352745146,"[14997, 7620, 3255, 8237]",3255,3,12,8,95717.41636286926,95990.4352745146,95768.04026221766,96024.18454074686
"(7, 11, 14)",95705.93141067434,95983.56535882468,"[14997, 7620, 4722, 6770]",4722,3,12,8,95717.93141067434,95991.56535882468,95768.55531002274,96025.31462505694
"(7, 11, 15)",95706.71796829592,95984.08155187895,"[14997, 7620, 6067, 5425]",5425,3,12,8,95718.71796829592,95992.08155187895,95769.34186764433,96025.83081811121
"(7, 11, 16)",95703.01007201748,95983.30382173738,"[14997, 7620, 7316, 4176]",4176,3,12,8,95715.01007201748,95991.30382173738,95765.63397136588,96025.05308796965
"(7, 11, 17)",95705.02200492409,95983.52390123086,"[14997, 7620, 8470, 3022]",3022,3,12,8,95717.02200492409,95991.52390123086,95767.64590427249,96025.27316746312
"(7, 11, 18)",95707.41638642391,95984.26008198141,"[14997, 7620, 9546, 1946]",1946,3,12,8,95719.41638642391,95992.26008198141,95770.04028577231,96026.00934821367
"(7, 11, 19)",95705.82041217189,95983.84357591879,"[14997, 7620, 10552, 940]",940,3,12,8,95717.82041217189,95991.84357591879,95768.44431152029,96025.59284215105
"(7, 12, 13)",95708.55013653648,95985.85979654756,"[14997, 9300, 1575, 8237]",1575,3,12,8,95720.55013653648,95993.85979654756,95771.17403588488,96027.60906277983
"(7, 12, 14)",95708.80926856629,95986.45009418885,"[14997, 9300, 3042, 6770]",3042,3,12,8,95720.80926856629,95994.45009418885,95771.43316791469,96028.19936042112
"(7, 12, 15)",95709.04395430819,95986.5977653373,"[14997, 9300, 4387, 5425]",4387,3,12,8,95721.04395430819,95994.5977653373,95771.66785365659,96028.34703156956
"(7, 12, 16)",95705.76090166756,95986.17086299698,"[14997, 9300, 5636, 4176]",4176,3,12,8,95717.76090166756,95994.17086299698,95768.38480101596,96027.92012922924
"(7, 12, 17)",95707.29255984497,95986.25789704398,"[14997, 9300, 6790, 3022]",3022,3,12,8,95719.29255984497,95994.25789704398,95769.91645919337,96028.00716327624
"(7, 12, 18)",95709.2032536955,95986.54630752938,"[14997, 9300, 7866, 1946]",1946,3,12,8,95721.2032536955,95994.54630752938,95771.8271530439,96028.29557376164
"(7, 12, 19)",95707.70402691628,95986.1890736946,"[14997, 9300, 8872, 940]",940,3,12,8,95719.70402691628,95994.1890736946,95770.32792626468,96027.93833992686
"(7, 13, 14)",95711.93454877696,95989.25412864545,"[14997, 10875, 1467, 6770]",1467,3,12,8,95723.93454877696,95997.25412864545,95774.55844812536,96031.00339487771
"(7, 13, 15)",95712.30552292112,95989.50998442117,"[14997, 10875, 2812, 5425]",2812,3,12,8,95724.30552292112,95997.50998442117,95774.92942226952,96031.25925065343
"(7, 13, 16)",95709.52127135242,95989.61580500138,"[14997, 10875, 4061, 4176]",4061,3,12,8,95721.52127135242,95997.61580500138,95772.14517070082,96031.36507123364
"(7, 13, 17)",95710.9934589831,95989.48351948548,"[14997, 10875, 5215, 3022]",3022,3,12,8,95722.9934589831,95997.48351948548,95773.6173583315,96031.23278571774
"(7, 13, 18)",95712.57488639347,95989.48424978153,"[14997, 10875, 6291, 1946]",1946,3,12,8,95724.57488639347,95997.48424978153,95775.19878574187,96031.23351601379
"(7, 13, 19)",95711.16223711029,95989.21763192047,"[14997, 10875, 7297, 940]",940,3,12,8,95723.16223711029,95997.21763192047,95773.78613645869,96030.96689815274
"(7, 14, 15)",95718.6726204624,95996.46115589849,"[14997, 12342, 1345, 5425]",1345,3,12,8,95730.6726204624,96004.46115589849,95781.2965198108,96038.21042213075
"(7, 14, 16)",95715.44404692206,95996.06243943953,"[14997, 12342, 2594, 4176]",2594,3,12,8,95727.44404692206,96004.06243943953,95778.06794627046,96037.81170567179
"(7, 14, 17)",95717.00214853721,95996.1933786,"[14997, 12342, 3748, 3022]",3022,3,12,8,95729.00214853721,96004.1933786,95779.62604788561,96037.94264483226
"(7, 14, 18)",95718.66871896618,95996.38084878838,"[14997, 12342, 4824, 1946]",1946,3,12,8,95730.66871896618,96004.38084878838,95781.29261831458,96038.13011502064
"(7, 14, 19)",95717.25878518849,95996.08289900926,"[14997, 12342, 5830, 940]",940,3,12,8,95729.25878518849,96004.08289900926,95779.88268453689,96037.83216524152
"(7, 15, 16)",95719.41618904841,95999.74214154891,"[14997, 13687, 1249, 4176]",1249,3,12,8,95731.41618904841,96007.74214154891,95782.04008839681,96041.49140778117
"(7, 15, 17)",95721.8063396606,96000.57184716835,"[14997, 13687, 2403, 3022]",2403,3,12,8,95733.8063396606,96008.57184716835,95784.430239009,96042.32111340061
"(7, 15, 18)",95723.36247835895,96001.35412658121,"[14997, 13687, 3479, 1946]",1946,3,12,8,95735.36247835895,96009.35412658121,95785.98637770735,96043.10339281347
"(7, 15, 19)",95722.28748242298,96000.69591681978,"[14997, 13687, 4485, 940]",940,3,12,8,95734.28748242298,96008.69591681978,95784.91138177138,96042.44518305204
"(7, 16, 17)",95719.45696685104,96000.28474999758,"[14997, 14936, 1154, 3022]",1154,3,12,8,95731.45696685104,96008.28474999758,95782.08086619944,96042.03401622984
"(7, 16, 18)",95719.18231231383,95999.8429594956,"[14997, 14936, 2230, 1946]",1946,3,12,8,95731.18231231383,96007.8429594956,95781.80621166223,96041.59222572786
"(7, 16, 19)",95719.44806388768,95999.9894431093,"[14997, 14936, 3236, 940]",940,3,12,8,95731.44806388768,96007.9894431093,95782.07196323609,96041.73870934156
"(7, 17, 18)",95724.66809260941,96002.9108842553,"[14997, 16090, 1076, 1946]",1076,3,12,8,95736.66809260941,96010.9108842553,95787.29199195781,96044.66015048756
"(7, 17, 19)",95725.06395977047,96003.0904999581,"[14997, 16090, 2082, 940]",940,3,12,8,95737.06395977047,96011.0904999581,95787.68785911887,96044.83976619036
"(7, 18, 19)",95730.36656394081,96007.84953570165,"[14997, 17166, 1006, 940]",940,3,12,8,95742.36656394081,96015.84953570165,95792.99046328921,96049.59880193391
"(8, 9, 10)",95716.37012447859,95989.99522022798,"[17019, 1952, 1863, 13275]",1863,3,12,8,95728.37012447859,95997.99522022798,95778.99402382699,96031.74448646024
"(8, 9, 11)",95710.41495200443,95982.79148956185,"[17019, 1952, 3646, 11492]",1952,3,12,8,95722.41495200443,95990.79148956185,95773.03885135283,96024.5407557941
"(8, 9, 12)",95709.98340832003,95983.03727609575,"[17019, 1952, 5326, 9812]",1952,3,12,8,95721.98340832003,95991.03727609575,95772.60730766843,96024.78654232802
"(8, 9, 13)",95711.43452720565,95983.7528799543,"[17019, 1952, 6901, 8237]",1952,3,12,8,95723.43452720565,95991.7528799543,95774.05842655405,96025.50214618657
"(8, 9, 14)",95714.60530762926,95987.65558052552,"[17019, 1952, 8368, 6770]",1952,3,12,8,95726.60530762926,95995.65558052552,95777.22920697766,96029.40484675778
"(8, 9, 15)",95717.34274572963,95989.98519012285,"[17019, 1952, 9713, 5425]",1952,3,12,8,95729.34274572963,95997.98519012285,95779.96664507804,96031.73445635512
"(8, 9, 16)",95713.06692486026,95988.652210661,"[17019, 1952, 10962, 4176]",1952,3,12,8,95725.06692486026,95996.652210661,95775.69082420866,96030.40147689327
"(8, 9, 17)",95716.59007011665,95990.24108021086,"[17019, 1952, 12116, 3022]",1952,3,12,8,95728.59007011665,95998.24108021086,95779.21396946505,96031.99034644313
"(8, 9, 18)",95721.04584700683,95992.69001687,"[17019, 1952, 13192, 1946]",1946,3,12,8,95733.04584700683,96000.69001687,95783.66974635523,96034.43928310226
"(8, 9, 19)",95719.54401544864,95992.52556550976,"[17019, 1952, 14198, 940]",940,3,12,8,95731.54401544864,96000.52556550976,95782.16791479704,96034.27483174202
"(8, 10, 11)",95710.25408640067,95982.8731825694,"[17019, 3815, 1783, 11492]",1783,3,12,8,95722.25408640067,95990.8731825694,95772.87798574907,96024.62244880166
"(8, 10, 12)",95709.95352470313,95982.97769677511,"[17019, 3815, 3463, 9812]",3463,3,12,8,95721.95352470313,95990.97769677511,95772.57742405153,96024.72696300737
"(8, 10, 13)",95710.51931186079,95983.20838278,"[17019, 3815, 5038, 8237]",3815,3,12,8,95722.51931186079,95991.20838278,95773.14321120919,96024.95764901226
"(8, 10, 14)",95712.81642653604,95986.11501278012,"[17019, 3815, 6505, 6770]",3815,3,12,8,95724.81642653604,95994.11501278012,95775.44032588444,96027.86427901238
"(8, 10, 15)",95714.48781388812,95987.62456143973,"[17019, 3815, 7850, 5425]",3815,3,12,8,95726.48781388812,95995.62456143973,95777.11171323652,96029.373827672
"(8, 10, 16)",95710.28326274271,95986.33555288974,"[17019, 3815, 9099, 4176]",3815,3,12,8,95722.28326274271,95994.33555288974,95772.90716209111,96028.084819122
"(8, 10, 17)",95713.03677265241,95987.35413583778,"[17019, 3815, 10253, 3022]",3022,3,12,8,95725.03677265241,95995.35413583778,95775.66067200081,96029.10340207005
"(8, 10, 18)",95716.5264659796,95989.05280994318,"[17019, 3815, 11329, 1946]",1946,3,12,8,95728.5264659796,95997.05280994318,95779.150365328,96030.80207617545
"(8, 10, 19)",95714.90138212012,95988.74060956453,"[17019, 3815, 12335, 940]",940,3,12,8,95726.90138212012,95996.74060956453,95777.52528146852,96030.48987579679
"(8, 11, 12)",95708.24859235552,95981.33826088088,"[17019, 5598, 1680, 9812]",1680,3,12,8,95720.24859235552,95989.33826088088,95770.87249170392,96023.08752711314
"(8, 11, 13)",95708.23154331601,95980.72300470172,"[17019, 5598, 3255, 8237]",3255,3,12,8,95720.23154331601,95988.72300470172,95770.85544266441,96022.47227093398
"(8, 11, 14)",95708.74659112109,95981.8530890118,"[17019, 5598, 4722, 6770]",4722,3,12,8,95720.74659112109,95989.8530890118,95771.37049046949,96023.60235524406
"(8, 11, 15)",95709.53314874267,95982.36928206607,"[17019, 5598, 6067, 5425]",5425,3,12,8,95721.53314874267,95990.36928206607,95772.15704809107,96024.11854829833
"(8, 11, 16)",95705.82525246423,95981.5915519245,"[17019, 5598, 7316, 4176]",4176,3,12,8,95717.82525246423,95989.5915519245,95768.44915181263,96023.34081815676
"(8, 11, 17)",95707.83718537084,95981.81163141798,"[17019, 5598, 8470, 3022]",3022,3,12,8,95719.83718537084,95989.81163141798,95770.46108471924,96023.56089765024
"(8, 11, 18)",95710.23156687066,95982.54781216853,"[17019, 5598, 9546, 1946]",1946,3,12,8,95722.23156687066,95990.54781216853,95772.85546621906,96024.29707840079
"(8, 11, 19)",95708.63559261864,95982.1313061059,"[17019, 5598, 10552, 940]",940,3,12,8,95720.63559261864,95990.1313061059,95771.25949196704,96023.88057233817
"(8, 12, 13)",95709.89921048304,95982.83035379865,"[17019, 7278, 1575, 8237]",1575,3,12,8,95721.89921048304,95990.83035379865,95772.52310983144,96024.57962003091
"(8, 12, 14)",95710.15834251283,95983.42065143994,"[17019, 7278, 3042, 6770]",3042,3,12,8,95722.15834251283,95991.42065143994,95772.78224186123,96025.1699176722
"(8, 12, 15)",95710.39302825474,95983.5683225884,"[17019, 7278, 4387, 5425]",4387,3,12,8,95722.39302825474,95991.5683225884,95773.01692760314,96025.31758882066
"(8, 12, 16)",95707.1099756141,95983.14142024807,"[17019, 7278, 5636, 4176]",4176,3,12,8,95719.1099756141,95991.14142024807,95769.7338749625,96024.89068648033
"(8, 12, 17)",95708.64163379151,95983.22845429505,"[17019, 7278, 6790, 3022]",3022,3,12,8,95720.64163379151,95991.22845429505,95771.26553313991,96024.97772052731
"(8, 12, 18)",95710.55232764204,95983.51686478047,"[17019, 7278, 7866, 1946]",1946,3,12,8,95722.55232764204,95991.51686478047,95773.17622699044,96025.26613101273
"(8, 12, 19)",95709.05310086283,95983.15963094568,"[17019, 7278, 8872, 940]",940,3,12,8,95721.05310086283,95991.15963094568,95771.67700021123,96024.90889717794
"(8, 13, 14)",95711.91697550924,95984.70257946542,"[17019, 8853, 1467, 6770]",1467,3,12,8,95723.91697550924,95992.70257946542,95774.54087485764,96026.45184569768
"(8, 13, 15)",95712.2879496534,95984.95843524113,"[17019, 8853, 2812, 5425]",2812,3,12,8,95724.2879496534,95992.95843524113,95774.9118490018,96026.7077014734
"(8, 13, 16)",95709.5036980847,95985.06425582134,"[17019, 8853, 4061, 4176]",4061,3,12,8,95721.5036980847,95993.06425582134,95772.12759743311,96026.8135220536
"(8, 13, 17)",95710.97588571538,95984.93197030545,"[17019, 8853, 5215, 3022]",3022,3,12,8,95722.97588571538,95992.93197030545,95773.59978506378,96026.68123653771
"(8, 13, 18)",95712.55731312576,95984.9327006015,"[17019, 8853, 6291, 1946]",1946,3,12,8,95724.55731312576,95992.9327006015,95775.18121247416,96026.68196683376
"(8, 13, 19)",95711.14466384257,95984.66608274044,"[17019, 8853, 7297, 940]",940,3,12,8,95723.14466384257,95992.66608274044,95773.76856319097,96026.4153489727
"(8, 14, 15)",95716.76162935619,95989.98716664061,"[17019, 10320, 1345, 5425]",1345,3,12,8,95728.76162935619,95997.98716664061,95779.38552870459,96031.73643287287
"(8, 14, 16)",95713.53305581585,95989.58845018166,"[17019, 10320, 2594, 4176]",2594,3,12,8,95725.53305581585,95997.58845018166,95776.15695516425,96031.33771641392
"(8, 14, 17)",95715.091157431,95989.71938934215,"[17019, 10320, 3748, 3022]",3022,3,12,8,95727.091157431,95997.71938934215,95777.7150567794,96031.46865557441
"(8, 14, 18)",95716.75772785996,95989.90685953051,"[17019, 10320, 4824, 1946]",1946,3,12,8,95728.75772785996,95997.90685953051,95779.38162720836,96031.65612576278
"(8, 14, 19)",95715.34779408228,95989.6089097514,"[17019, 10320, 5830, 940]",940,3,12,8,95727.34779408228,95997.6089097514,95777.97169343068,96031.35817598367
"(8, 15, 16)",95715.94758542428,95991.73430350072,"[17019, 11665, 1249, 4176]",1249,3,12,8,95727.94758542428,95999.73430350072,95778.57148477268,96033.48356973298
"(8, 15, 17)",95718.33773603647,95992.56400912016,"[17019, 11665, 2403, 3022]",2403,3,12,8,95730.33773603647,96000.56400912016,95780.96163538487,96034.31327535243
"(8, 15, 18)",95719.89387473481,95993.34628853302,"[17019, 11665, 3479, 1946]",1946,3,12,8,95731.89387473481,96001.34628853302,95782.51777408322,96035.09555476528
"(8, 15, 19)",95718.81887879885,95992.68807877159,"[17019, 11665, 4485, 940]",940,3,12,8,95730.81887879885,96000.68807877159,95781.44277814725,96034.43734500385
"(8, 16, 17)",95715.70648535682,95991.9728114254,"[17019, 12914, 1154, 3022]",1154,3,12,8,95727.70648535682,95999.9728114254,95778.33038470522,96033.72207765766
"(8, 16, 18)",95715.4318308196,95991.5310209234,"[17019, 12914, 2230, 1946]",1946,3,12,8,95727.4318308196,95999.5310209234,95778.055730168,96033.28028715566
"(8, 16, 19)",95715.69758239346,95991.6775045371,"[17019, 12914, 3236, 940]",940,3,12,8,95727.69758239346,95999.6775045371,95778.32148174186,96033.42677076937
"(8, 17, 18)",95719.70339142467,95993.36235676146,"[17019, 14068, 1076, 1946]",1076,3,12,8,95731.70339142467,96001.36235676146,95782.32729077307,96035.11162299372
"(8, 17, 19)",95720.09925858573,95993.54197246426,"[17019, 14068, 2082, 940]",940,3,12,8,95732.09925858573,96001.54197246426,95782.72315793413,96035.29123869652
"(8, 18, 19)",95723.87833606474,95996.99594531409,"[17019, 15144, 1006, 940]",940,3,12,8,95735.87833606474,96004.99594531409,95786.50223541314,96038.74521154635
"(9, 10, 11)",95716.92256208323,95990.49854747436,"[18971, 1863, 1783, 11492]",1783,3,12,8,95728.92256208323,95998.49854747436,95779.54646143163,96032.24781370662
"(9, 10, 12)",95716.62200038569,95990.60306168006,"[18971, 1863, 3463, 9812]",1863,3,12,8,95728.62200038569,95998.60306168006,95779.24589973409,96032.35232791232
"(9, 10, 13)",95717.18778754334,95990.83374768496,"[18971, 1863, 5038, 8237]",1863,3,12,8,95729.18778754334,95998.83374768496,95779.81168689174,96032.58301391722
"(9, 10, 14)",95719.4849022186,95993.74037768508,"[18971, 1863, 6505, 6770]",1863,3,12,8,95731.4849022186,96001.74037768508,95782.108801567,96035.48964391735
"(9, 10, 15)",95721.15628957067,95995.24992634467,"[18971, 1863, 7850, 5425]",1863,3,12,8,95733.15628957067,96003.24992634467,95783.78018891907,96036.99919257693
"(9, 10, 16)",95716.95173842527,95993.9609177947,"[18971, 1863, 9099, 4176]",1863,3,12,8,95728.95173842527,96001.9609177947,95779.57563777367,96035.71018402696
"(9, 10, 17)",95719.70524833497,95994.97950074275,"[18971, 1863, 10253, 3022]",1863,3,12,8,95731.70524833497,96002.97950074275,95782.32914768337,96036.72876697501
"(9, 10, 18)",95723.19494166215,95996.67817484813,"[18971, 1863, 11329, 1946]",1863,3,12,8,95735.19494166215,96004.67817484813,95785.81884101055,96038.42744108039
"(9, 10, 19)",95721.56985780268,95996.36597446949,"[18971, 1863, 12335, 940]",940,3,12,8,95733.56985780268,96004.36597446949,95784.19375715108,96038.11524070175
"(9, 11, 12)",95715.89805939305,95989.05635038274,"[18971, 3646, 1680, 9812]",1680,3,12,8,95727.89805939305,95997.05635038274,95778.52195874145,96030.805616615
"(9, 11, 13)",95715.88101035354,95988.44109420359,"[18971, 3646, 3255, 8237]",3255,3,12,8,95727.88101035354,95996.44109420359,95778.50490970194,96030.19036043585
"(9, 11, 14)",95716.39605815861,95989.57117851367,"[18971, 3646, 4722, 6770]",3646,3,12,8,95728.39605815861,95997.57117851367,95779.01995750701,96031.32044474593
"(9, 11, 15)",95717.1826157802,95990.08737156793,"[18971, 3646, 6067, 5425]",3646,3,12,8,95729.1826157802,95998.08737156793,95779.8065151286,96031.8366378002
"(9, 11, 16)",95713.47471950176,95989.30964142637,"[18971, 3646, 7316, 4176]",3646,3,12,8,95725.47471950176,95997.30964142637,95776.09861885016,96031.05890765863
"(9, 11, 17)",95715.48665240836,95989.52972091985,"[18971, 3646, 8470, 3022]",3022,3,12,8,95727.48665240836,95997.52972091985,95778.11055175676,96031.27898715211
"(9, 11, 18)",95717.88103390818,95990.2659016704,"[18971, 3646, 9546, 1946]",1946,3,12,8,95729.88103390818,95998.2659016704,95780.50493325658,96032.01516790266
"(9, 11, 19)",95716.28505965616,95989.84939560777,"[18971, 3646, 10552, 940]",940,3,12,8,95728.28505965616,95997.84939560777,95778.90895900456,96031.59866184003
"(9, 12, 13)",95717.02891824883,95990.02078014596,"[18971, 5326, 1575, 8237]",1575,3,12,8,95729.02891824883,95998.02078014596,95779.65281759723,96031.77004637822
"(9, 12, 14)",95717.28805027864,95990.61107778725,"[18971, 5326, 3042, 6770]",3042,3,12,8,95729.28805027864,95998.61107778725,95779.91194962704,96032.36034401951
"(9, 12, 15)",95717.52273602055,95990.75874893571,"[18971, 5326, 4387, 5425]",4387,3,12,8,95729.52273602055,95998.75874893571,95780.14663536895,96032.50801516797
"(9, 12, 16)",95714.23968337991,95990.33184659538,"[18971, 5326, 5636, 4176]",4176,3,12,8,95726.23968337991,95998.33184659538,95776.86358272831,96032.08111282764
"(9, 12, 17)",95715.77134155732,95990.41888064236,"[18971, 5326, 6790, 3022]",3022,3,12,8,95727.77134155732,95998.41888064236,95778.39524090572,96032.16814687462
"(9, 12, 18)",95717.68203540785,95990.70729112778,"[18971, 5326, 7866, 1946]",1946,3,12,8,95729.68203540785,95998.70729112778,95780.30593475625,96032.45655736004
"(9, 12, 19)",95716.18280862864,95990.35005729299,"[18971, 5326, 8872, 940]",940,3,12,8,95728.18280862864,95998.35005729299,95778.80670797704,96032.09932352525
"(9, 13, 14)",95718.58358482372,95991.30999203282,"[18971, 6901, 1467, 6770]",1467,3,12,8,95730.58358482372,95999.30999203282,95781.20748417212,96033.05925826509
"(9, 13, 15)",95718.95455896787,95991.56584780852,"[18971, 6901, 2812, 5425]",2812,3,12,8,95730.95455896787,95999.56584780852,95781.57845831627,96033.31511404079
"(9, 13, 16)",95716.17030739918,95991.67166838875,"[18971, 6901, 4061, 4176]",4061,3,12,8,95728.17030739918,95999.67166838875,95778.79420674758,96033.42093462101
"(9, 13, 17)",95717.64249502985,95991.53938287284,"[18971, 6901, 5215, 3022]",3022,3,12,8,95729.64249502985,95999.53938287284,95780.26639437825,96033.2886491051
"(9, 13, 18)",95719.22392244023,95991.5401131689,"[18971, 6901, 6291, 1946]",1946,3,12,8,95731.22392244023,95999.5401131689,95781.84782178863,96033.28937940116
"(9, 13, 19)",95717.81127315704,95991.27349530785,"[18971, 6901, 7297, 940]",940,3,12,8,95729.81127315704,95999.27349530785,95780.43517250544,96033.02276154011
"(9, 14, 15)",95722.3854637495,95995.49693269335,"[18971, 8368, 1345, 5425]",1345,3,12,8,95734.3854637495,96003.49693269335,95785.0093630979,96037.24619892561
"(9, 14, 16)",95719.15689020915,95995.09821623439,"[18971, 8368, 2594, 4176]",2594,3,12,8,95731.15689020915,96003.09821623439,95781.78078955755,96036.84748246665
"(9, 14, 17)",95720.71499182431,95995.22915539486,"[18971, 8368, 3748, 3022]",3022,3,12,8,95732.71499182431,96003.22915539486,95783.33889117271,96036.97842162712
"(9, 14, 18)",95722.38156225327,95995.41662558324,"[18971, 8368, 4824, 1946]",1946,3,12,8,95734.38156225327,96003.41662558324,95785.00546160167,96037.1658918155
"(9, 14, 19)",95720.97162847559,95995.11867580411,"[18971, 8368, 5830, 940]",940,3,12,8,95732.97162847559,96003.11867580411,95783.59552782399,96036.86794203638
"(9, 15, 16)",95720.80986611548,95996.43248728485,"[18971, 9713, 1249, 4176]",1249,3,12,8,95732.80986611548,96004.43248728485,95783.43376546388,96038.18175351711
"(9, 15, 17)",95723.20001672767,95997.26219290428,"[18971, 9713, 2403, 3022]",2403,3,12,8,95735.20001672767,96005.26219290428,95785.82391607607,96039.01145913654
"(9, 15, 18)",95724.75615542602,95998.04447231717,"[18971, 9713, 3479, 1946]",1946,3,12,8,95736.75615542602,96006.04447231717,95787.38005477442,96039.79373854943
"(9, 15, 19)",95723.68115949005,95997.38626255572,"[18971, 9713, 4485, 940]",940,3,12,8,95735.68115949005,96005.38626255572,95786.30505883845,96039.13552878799
"(9, 16, 17)",95720.5851227515,95996.60332731978,"[18971, 10962, 1154, 3022]",1154,3,12,8,95732.5851227515,96004.60332731978,95783.2090220999,96038.35259355204
"(9, 16, 18)",95720.31046821429,95996.16153681779,"[18971, 10962, 2230, 1946]",1946,3,12,8,95732.31046821429,96004.16153681779,95782.93436756269,96037.91080305005
"(9, 16, 19)",95720.57621978814,95996.30802043149,"[18971, 10962, 3236, 940]",940,3,12,8,95732.57621978814,96004.30802043149,95783.20011913654,96038.05728666375
"(9, 17, 18)",95723.8640181761,95997.34912703765,"[18971, 12116, 1076, 1946]",1076,3,12,8,95735.8640181761,96005.34912703765,95786.4879175245,96039.09839326992
"(9, 17, 19)",95724.25988533716,95997.52874274045,"[18971, 12116, 2082, 940]",940,3,12,8,95736.25988533716,96005.52874274045,95786.88378468556,96039.27800897272
"(9, 18, 19)",95727.1960010832,96000.10499203707,"[18971, 13192, 1006, 940]",940,3,12,8,95739.1960010832,96008.10499203707,95789.8199004316,96041.85425826933
"(10, 11, 12)",95723.78886238858,95997.86280326788,"[20834, 1783, 1680, 9812]",1680,3,12,8,95735.78886238858,96005.86280326788,95786.41276173698,96039.61206950014
"(10, 11, 13)",95723.77181334907,95997.24754708873,"[20834, 1783, 3255, 8237]",1783,3,12,8,95735.77181334907,96005.24754708873,95786.39571269747,96038.99681332099
